
5.894065e+02, 5.700472e+02, 8.668175e+02 
5.758013e+02, 9.062995e+02, 5.990109e+02 
6.397009e+02, 8.545287e+02, 5.628357e+02 
6.150474e+02, 6.531293e+02, 6.235268e+02 
6.486764e+02, 6.783704e+02, 9.671853e+02 
5.707472e+02, 5.672008e+02, 7.383418e+02 
6.572640e+02, 6.984151e+02, 2.874403e+02 
5.891234e+02, 4.660307e+02, 7.256536e+02 
6.491165e+02, 5.113131e+02, 6.389316e+02 
2.006284e+03, 2.015429e+03, 2.248869e+03 
6.518025e+02, 7.114895e+02, 7.766477e+02 
5.836190e+02, 8.602373e+02, 4.267410e+02 
5.522723e+02, 7.387393e+02, 6.403627e+02 
6.749312e+02, 5.762214e+02, 4.447264e+02 
5.637831e+02, 6.965289e+02, 8.270718e+02 
5.499699e+02, 7.634863e+02, 5.223495e+02 
5.424843e+02, 6.190947e+02, 5.214545e+02 
5.740509e+02, 5.575918e+02, 3.435473e+03 
5.365366e+02, 6.307717e+02, 5.738137e+02 
5.184395e+02, 3.464361e+02, 1.335966e+03 
5.818922e+02, 4.218187e+02, 7.868727e+02 
3.964789e+03, 3.765952e+03, 3.830406e+03 
6.098993e+02, 1.417911e+03, 6.890042e+02 
6.015220e+02, 5.284703e+02, 4.570076e+02 
8.026464e+02, 8.258484e+02, 1.002580e+03 
4.881753e+02, 6.961085e+02, 9.772438e+02 
4.670882e+02, 5.376329e+02, 1.003888e+03 
5.634121e+02, 9.059944e+02, 5.466382e+02 
4.256138e+02, 6.799399e+02, 8.352154e+02 
3.726207e+02, 5.375306e+02, 5.326601e+02 
6.298814e+02, 8.659652e+02, 3.769426e+02 
1.153672e+03, 1.466154e+03, 1.327026e+03 
4.865333e+02, 7.409140e+02, 4.816085e+02 
4.899595e+02, 3.480373e+02, 7.780587e+02 
4.908158e+02, 7.121569e+02, 5.401672e+02 
8.082322e+02, 5.329661e+02, 1.025458e+03 
5.147658e+02, 3.725213e+02, 7.422190e+02 
4.151514e+02, 6.850964e+02, 4.004027e+02 
4.494393e+02, 6.892257e+02, 7.353626e+02 
4.462355e+02, 9.446290e+02, 9.550443e+02 
4.003236e+03, 3.786333e+03, 3.631905e+03 
4.657806e+02, 8.452282e+02, 4.705695e+02 
5.689595e+02, 6.577974e+02, 6.333690e+02 
1.749510e+03, 2.003943e+03, 2.631916e+03 
5.282721e+02, 5.782250e+02, 6.390689e+02 
3.897316e+02, 7.225883e+02, 8.208030e+02 
9.317862e+02, 1.029923e+03, 8.776996e+02 
4.685723e+02, 6.949505e+02, 4.367849e+02 
7.384681e+02, 7.286452e+02, 5.805159e+02 
3.559836e+02, 5.001975e+02, 5.798313e+02 
4.965567e+02, 8.168877e+02, 5.121052e+02 
4.390855e+03, 4.708660e+03, 7.336466e+03 
4.666974e+02, 6.091711e+02, 5.708260e+02 
4.138977e+02, 5.531452e+02, 9.409976e+02 
6.640585e+02, 7.400497e+02, 7.898864e+02 
4.705448e+02, 5.367168e+02, 7.538300e+02 
3.555847e+02, 5.516278e+02, 1.317574e+03 
3.463789e+02, 6.344680e+02, 8.138379e+02 
4.957423e+02, 4.642949e+02, 8.162023e+02 
5.418178e+02, 5.207095e+02, 4.893009e+02 
4.487514e+02, 5.260644e+02, 7.652788e+02 
